사고번호,사고일시,요일,시군구,도로명주소,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,좌표,좌표계
2021111100100643,2021년 11월 11일 23시,목요일,서울특별시 관악구 봉천동,,중상사고,0,1,0,0,차대차 - 측면충돌,직진우회전진행방해,-,기타,교차로 - 교차로안,개인형이동수단(PM),남,24세,중상,승용,남,73세,상해없음,"[195083.64307245, 442175.40337485]",EPSG:5181
2021111200100084,2021년 11월 12일 08시,금요일,서울특별시 종로구 연지동,,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),기타불명,미분류,기타불명,보행자,남,9세,부상신고,"[200169.90994037, 452658.49249151]",EPSG:5181
2021111300100472,2021년 11월 13일 18시,토요일,서울특별시 노원구 상계동,,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,17세,상해없음,보행자,남,63세,경상,"[204585.41294211, 464343.59796609]",EPSG:5181
2021111300100610,2021년 11월 13일 22시,토요일,서울특별시 금천구 독산동,,경상사고,0,0,2,0,차대차 - 정면충돌,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),남,29세,경상,승용,남,58세,경상,"[190936.22477828, 440824.8752356]",EPSG:5181
2021111400100018,2021년 11월 14일 01시,일요일,서울특별시 마포구 상수동,,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,25세,기타불명,보행자,남,32세,경상,"[193369.55517314, 449786.21872493]",EPSG:5181
2021111400100053,2021년 11월 14일 03시,일요일,서울특별시 강남구 역삼동,,부상신고사고,0,0,0,1,차량단독 - 기타,기타,-,맑음,기타 - 기타,개인형이동수단(PM),남,31세,부상신고,,,,,"[203619.6064501, 444691.70348039]",EPSG:5181
2021111400100108,2021년 11월 14일 10시,일요일,서울특별시 영등포구 여의도동,,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,23세,상해없음,보행자,여,65세,경상,"[193322.21221661, 446836.83792805]",EPSG:5181
2021111500100087,2021년 11월 15일 08시,월요일,서울특별시 마포구 용강동,,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,44세,상해없음,보행자,여,74세,부상신고,"[194762.52287208, 449140.37592923]",EPSG:5181
2021111600100101,2021년 11월 16일 08시,화요일,서울특별시 성동구 성수동2가,,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,19세,상해없음,보행자,여,30세,경상,"[205206.5838339, 449330.9673316]",EPSG:5181
2021111800100002,2021년 11월 18일 00시,목요일,서울특별시 강남구 논현동,,중상사고,0,1,0,0,차대차 - 측면충돌,기타,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,28세,중상,승용,남,27세,상해없음,"[202508.58897621, 446683.58561723]",EPSG:5181
2021111800100581,2021년 11월 18일 22시,목요일,서울특별시 동작구 사당동,,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,33세,부상신고,,,,,"[198159.57443056, 442788.96854022]",EPSG:5181
2021111900100189,2021년 11월 19일 11시,금요일,서울특별시 영등포구 양평동3가,,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,30세,부상신고,승용,남,45세,상해없음,"[190487.44864182, 447718.11106187]",EPSG:5181
2021111900100669,2021년 11월 19일 23시,금요일,서울특별시 성동구 성수동2가,,경상사고,0,0,1,0,차대사람 - 기타,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),기타불명,미분류,기타불명,보행자,남,27세,경상,"[205588.97437718, 449285.9821827]",EPSG:5181
2021112000100057,2021년 11월 20일 04시,토요일,서울특별시 중구 신당동,,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),남,39세,경상,화물,남,38세,상해없음,"[200428.41548919, 450137.8830456]",EPSG:5181
2021112000100316,2021년 11월 20일 15시,토요일,서울특별시 송파구 잠실동,,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,29세,상해없음,자전거,남,51세,중상,"[208581.48602204, 445273.28654242]",EPSG:5181
2021112100100011,2021년 11월 21일 01시,일요일,서울특별시 송파구 삼전동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,기타,기타 - 기타,개인형이동수단(PM),남,34세,경상,승용,남,21세,기타불명,"[207747.37644384, 444854.68956831]",EPSG:5181
2021112200100029,2021년 11월 22일 02시,월요일,서울특별시 마포구 연남동,,경상사고,0,0,1,0,차대차 - 기타,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,25세,경상,화물,남,52세,기타불명,"[192937.2955213, 451308.50286476]",EPSG:5181
2021112300100001,2021년 11월 23일 00시,화요일,서울특별시 동작구 사당동,,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,28세,부상신고,,,,,"[197495.50602655, 442188.21054896]",EPSG:5181
2021112400100161,2021년 11월 24일 11시,수요일,서울특별시 서대문구 창천동,,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,22세,부상신고,승용,여,37세,상해없음,"[194259.461758, 450996.41432413]",EPSG:5181
2021112500100554,2021년 11월 25일 19시,목요일,서울특별시 강서구 마곡동,,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,17세,상해없음,자전거,여,66세,중상,"[183812.05451349, 452210.31027411]",EPSG:5181
2021112600100019,2021년 11월 26일 01시,금요일,서울특별시 서대문구 북가좌동,,경상사고,0,0,1,0,차대차 - 측면충돌,불법유턴,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,25세,상해없음,승용,남,55세,경상,"[191474.65322548, 453016.37499728]",EPSG:5181
2021112700100153,2021년 11월 27일 11시,토요일,서울특별시 은평구 녹번동,,경상사고,0,0,2,1,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,42세,부상신고,이륜,남,55세,경상,"[193491.19990325, 455877.19869069]",EPSG:5181
2021112900100150,2021년 11월 29일 09시,월요일,서울특별시 송파구 잠실동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,기타,교차로 - 교차로부근,개인형이동수단(PM),여,27세,경상,화물,남,45세,상해없음,"[207559.8065766, 445701.03050436]",EPSG:5181
2021112900100478,2021년 11월 29일 18시,월요일,서울특별시 관악구 봉천동,,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,31세,상해없음,보행자,여,29세,경상,"[195859.05060507, 442531.65660132]",EPSG:5181
2021120100100512,2021년 12월 1일 19시,수요일,서울특별시 동작구 노량진동,,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,25세,상해없음,보행자,남,23세,경상,"[194837.89106043, 446065.5944022]",EPSG:5181
2021120200100091,2021년 12월 2일 08시,목요일,서울특별시 중랑구 신내동,,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,26세,경상,승용,여,55세,상해없음,"[208370.03605409, 457376.99561997]",EPSG:5181
2021120200100457,2021년 12월 2일 18시,목요일,서울특별시 서초구 방배동,,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),여,22세,상해없음,보행자,여,36세,경상,"[198452.82495736, 442951.58846089]",EPSG:5181
2021120500100145,2021년 12월 5일 12시,일요일,서울특별시 마포구 서교동,,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,41세,상해없음,보행자,여,27세,경상,"[193298.41851508, 450371.06443169]",EPSG:5181
2021120500100288,2021년 12월 5일 17시,일요일,서울특별시 강북구 수유동,,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),여,50세,상해없음,이륜,남,29세,경상,"[202183.61894948, 460750.38071613]",EPSG:5181
2021120700100390,2021년 12월 7일 17시,화요일,서울특별시 동작구 상도동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,34세,경상,승용,남,51세,상해없음,"[194961.84579572, 444388.60795822]",EPSG:5181
2021121000100017,2021년 12월 10일 01시,금요일,서울특별시 송파구 방이동,,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,51세,중상,승용,남,44세,상해없음,"[209651.81261012, 445857.20520622]",EPSG:5181
2021121000100217,2021년 12월 10일 12시,금요일,서울특별시 동대문구 답십리동,,부상신고사고,0,0,0,1,차대차 - 기타,직진우회전진행방해,-,흐림,교차로 - 교차로안,개인형이동수단(PM),남,34세,부상신고,승용,여,69세,상해없음,"[204468.90734639, 452600.33740349]",EPSG:5181
2021121200100036,2021년 12월 12일 02시,일요일,서울특별시 강남구 역삼동,,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,27세,경상,승용,남,32세,상해없음,"[203555.34832831, 445488.67617275]",EPSG:5181
2021121200100199,2021년 12월 12일 15시,일요일,서울특별시 동작구 노량진동,,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,14세,상해없음,보행자,여,39세,경상,"[194819.69890122, 445159.14930147]",EPSG:5181
2021121300100308,2021년 12월 13일 14시,월요일,서울특별시 용산구 한강로2가,,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,기타 - 기타,개인형이동수단(PM),여,29세,상해없음,보행자,여,58세,경상,"[197045.40968214, 447633.92803441]",EPSG:5181
2021121300100435,2021년 12월 13일 18시,월요일,서울특별시 중구 쌍림동,,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,19세,부상신고,이륜,남,25세,기타불명,"[200397.89864908, 451549.27202243]",EPSG:5181
2021121500100413,2021년 12월 15일 18시,수요일,서울특별시 관악구 신림동,,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,24세,상해없음,보행자,남,29세,경상,"[193616.02510418, 442750.83362909]",EPSG:5181
2021121600100274,2021년 12월 16일 15시,목요일,서울특별시 송파구 마천동,,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,68세,부상신고,승용,남,74세,상해없음,"[213084.83331032, 444418.85941208]",EPSG:5181
2021121600100377,2021년 12월 16일 18시,목요일,서울특별시 광진구 화양동,,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,23세,상해없음,자전거,남,42세,경상,"[206246.63733645, 449774.67204679]",EPSG:5181
2021121800100002,2021년 12월 18일 00시,토요일,서울특별시 마포구 동교동,,경상사고,0,0,2,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,20세,상해없음,보행자,여,25세,경상,"[193261.20315821, 450785.02501865]",EPSG:5181
2021121900100295,2021년 12월 19일 20시,일요일,서울특별시 강북구 수유동,,경상사고,0,0,2,0,차대사람 - 기타,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,21세,상해없음,보행자,남,65세,경상,"[201512.84314573, 459720.40310026]",EPSG:5181
2021121900100358,2021년 12월 19일 23시,일요일,서울특별시 송파구 잠실동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),여,20세,경상,승용,남,18세,상해없음,"[209173.69114964, 445467.50958809]",EPSG:5181
2021122000100288,2021년 12월 20일 15시,월요일,서울특별시 영등포구 양평동5가,,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,32세,경상,승용,남,47세,상해없음,"[190635.75372085, 448988.38175709]",EPSG:5181
2021122000100506,2021년 12월 20일 19시,월요일,서울특별시 구로구 오류동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,61세,상해없음,이륜,남,40세,경상,"[185238.83080614, 443508.64474644]",EPSG:5181
2021122100100273,2021년 12월 21일 15시,화요일,서울특별시 동작구 상도동,,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,17세,부상신고,이륜,남,19세,상해없음,"[196018.560354, 443954.05196184]",EPSG:5181
2021122200100347,2021년 12월 22일 16시,수요일,서울특별시 강서구 마곡동,,중상사고,0,1,0,0,차량단독 - 기타,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,24세,중상,,,,,"[184573.94994208, 452283.39015167]",EPSG:5181
2021122300100154,2021년 12월 23일 11시,목요일,서울특별시 강남구 역삼동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,18세,경상,승용,남,40세,상해없음,"[204097.21173797, 443859.91173913]",EPSG:5181
2021122800100515,2021년 12월 28일 22시,화요일,서울특별시 종로구 종로1가,,중상사고,0,1,0,0,차대차 - 기타,불법유턴,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,47세,중상,승합,남,59세,상해없음,"[197999.79775891, 452332.8224699]",EPSG:5181
2021122900100086,2021년 12월 29일 09시,수요일,서울특별시 중랑구 상봉동,,부상신고사고,0,0,0,1,차대차 - 측면충돌,불법유턴,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,24세,부상신고,승용,남,31세,상해없음,"[207293.73121796, 455099.3581697]",EPSG:5181
2021122900100089,2021년 12월 29일 09시,수요일,서울특별시 강남구 청담동,,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,36세,경상,승용,남,44세,상해없음,"[204325.47183565, 446840.30029671]",EPSG:5181
2021123000100141,2021년 12월 30일 11시,목요일,서울특별시 양천구 신월동,,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,62세,중상,승용,남,67세,상해없음,"[184868.76443644, 448577.57359732]",EPSG:5181
2021123000100240,2021년 12월 30일 14시,목요일,서울특별시 관악구 봉천동,,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,26세,상해없음,보행자,여,29세,경상,"[196429.26180959, 442156.53866882]",EPSG:5181
